,Power,Hybrid type,Range extender,Transmission,Doors,Model,Condition,Battery warranty (km),Mileage,Valid MOT until,Battery capacity,CO2 emissions,El. motor power,First registration,Energy efficiency,Battery type,Country of origin,DC charging time,Emission class,Fuel,Drive type,AC charging time,Secondary drive,Body,Make,Interior color,Engine power,CARNAME,Currency,Weight,Engine capacity,VIN,ID,Tags,Type of finish,Price,Consumption,Full service history,Interior material,Body color,Previous owners,Seats,Warranty until,Electric range
2439,66 kW,,,Manual,4/5 doors,Clio,Used,,92 979 km,,,105 g/km,,9/2014,,,Netherlands,,Euro 5,Petrol,4x2,,,Hatchback,Renault,Other interior color,,renault clio,EUR,984,898 ccm,not published by the seller,61184418,Navigation system; Bluetooth; Rain sensor; Hill-start assist; Daytime running lights; Leather steering wheel; On-board computer; CD player; USB; Front electric windows,,10849,4.5 l/100km (combined); 4.2 l/100km (city); 4.2 l/100km ,,Cloth interior,White,,5,,
2440,96 kW,,,Automatic,4/5 doors,3008,Used,,109 100 km,,,101 g/km,,8/2018,,,,,Euro 6,Diesel,4x2,,,SUV / offroad,Peugeot,,,peugeot 3008,EUR,,1 499 ccm,not published by the seller,61184394,Bluetooth; Electrically heated side mirrors; Leather steering wheel; Ambient lighting; Alloy wheels,,21099,3.8 l/100km (combined),,,White,,5,12/2024,
2441,81 kW,,,Automatic,4/5 doors,Kamiq,,,25 km,,,108 g/km,,11/2023,,,,,Euro 6d,Petrol,4x2,,,SUV / offroad,Skoda,Black interior,,skoda kamiq,EUR,,1 000 ccm,not published by the seller,61184393,LED headlights; Keyless entry; Heated front seats; Apple CarPlay; Android auto; WLAN/Wifi hotspot; Integrated music streaming; Keyless ignition; Bluetooth; Automatic 2-zones air conditioning,Metallic,27749,4.7 l/100km (combined),,Cloth interior,Black,1,5,,
2442,150 kW,Plug-in hybrid,No,Automatic,4/5 doors,Golf,,,20 348 km,,13 kWh,106 g/km,85 kW,9/2021,,Lithium-ion (Li-ion),,,Euro 6d,Hybrid,4x2,4 h,,Hatchback,Volkswagen,Black interior,110 kW,volkswagen golf,EUR,,1 395 ccm,not published by the seller,61184380,LED headlights; Digital cockpit; Heated front seats; Apple CarPlay; Android auto; Keyless ignition; Voice control; Navigation system; Heated steering wheel; Paddle shifters,,24599,4.6 l/100km (combined),,Cloth interior,White,1,5,,
2443,110 kW,,,Automatic,4/5 doors,Range Rover Evoque,,,41 118 km,,,134 g/km,,1/2017,,,,,Euro 6,Diesel,4x4,,,SUV / offroad,Land Rover,Other interior color,,land-rover range-rover-evoque,EUR,,1 999 ccm,not published by the seller,61184382,Electric adjustable front seats; Integrated music streaming; Voice control; Paddle shifters; Bi-xenon headlights; Bluetooth; Automatic 2-zones air conditioning; Leather; High beam assist; Rain sensor,,28899,5.1 l/100km (combined); 6.1 l/100km (city); 4.5 l/100km ,,Full leather interior,White,2,5,,
2444,66 kW,,,Manual,4/5 doors,Captur,Used,,78 578 km,,,111 g/km,,10/2018,,,,,Euro 6,Diesel,4x2,,,SUV / offroad,Renault,,,renault captur,EUR,,1 461 ccm,not published by the seller,61184389,Bluetooth; Electrically heated side mirrors; Leather steering wheel; Start-stop system; USB; Front electric windows; Alloy wheels,,12399,4.2 l/100km (combined),,,Grey,1,5,03/2024,
2445,480 kW,,,Automatic,4/5 doors,XM,New,,0 km,,,43 g/km,,8/2023,,,,,Euro 6d,Hybrid,4x4,,,SUV / offroad,BMW,Black interior,,bmw xm,EUR,,4 395 ccm,not published by the seller,61184383,Laser headlights; Driver's seat with massage function; Ventilated front seats; Heated rear seats; Air suspension; Parking assist system self-steering; Digital cockpit; Keyless entry; Electric adjustable front seats; Adaptive cruise control,Metallic,199799,1.9 l/100km (combined),,Full leather interior,Silver,,5,,
2446,85 kW,,,Automatic,4/5 doors,Karoq,Used,,18 343 km,,,109 g/km,,1/2023,,,Italy,,Euro 6,Diesel,4x2,,,SUV / offroad,Skoda,Other interior color,,skoda karoq,EUR,1489,1 968 ccm,not published by the seller,61184385,Keyless entry; Adaptive cruise control; Apple CarPlay; Keyless ignition; Light sensor; Lane assist; Hill-start assist; Side mirrors with electic adjustment; Leather steering wheel; Automatic parking brake,,40599,4.3 l/100km (combined),,Other interior material,Grey,,5,,
2447,86 kW,,,Automatic,4/5 doors,Juke,Used,,43 093 km,,,138 g/km,,2/2021,,,,,Euro 6,Petrol,4x2,,,SUV / offroad,Nissan,,,nissan juke,EUR,,999 ccm,not published by the seller,61184379,WLAN/Wifi hotspot; Keyless ignition; Voice control; Traffic sign recognition; Rear parking camera; Automatic A/C; Rain sensor; Lane assist; Hill-start assist; Autom. dimming side mirros,Metallic,21099,4.9 l/100km (combined); 6 l/100km (city); 4.3 l/100km ,,,Black,1,5,12/2024,
2448,82 kW,,,Manual,4/5 doors,Yaris,,,78 200 km,,,116 g/km,,4/2019,,,,,Euro 6,Petrol,4x2,,,Hatchback,Toyota,Grey interior,,toyota yaris,EUR,,1 496 ccm,not published by the seller,61184386,,,12399,5.1 l/100km (combined); 6.4 l/100km (city); 4.2 l/100km ,,Other interior material,White,,5,,
2449,110 kW,,,Automatic,4/5 doors,Golf,Used,,28 396 km,,,119 g/km,,2/2021,,,,,Euro 6,Petrol,4x2,,,Hatchback,Volkswagen,,,volkswagen golf,EUR,,1 498 ccm,not published by the seller,61184387,,,27249,5.2 l/100km (combined); 6.5 l/100km (city); 4.3 l/100km ,,,White,1,5,03/2024,
2450,110 kW,,,Automatic,4/5 doors,Superb,,,2 590 km,,,125 g/km,,3/2022,,,,,Euro 6d,Diesel,4x2,,,Station Wagon,Skoda,Black interior,,skoda superb,EUR,,1 984 ccm,not published by the seller,61184390,LED headlights; Digital cockpit; Keyless entry; Electric adjustable front seats; Adaptive cruise control; Heated front seats; Apple CarPlay; Android auto; WLAN/Wifi hotspot; Integrated music streaming,Metallic,40299,4.8 l/100km (combined); 8 l/100km (city); 4 l/100km ,,Alcantara interior,Silver,1,5,,
2451,221 kW,,,Automatic,4/5 doors,Leon,,,22 700 km,,,152 g/km,,6/2022,,,,,Euro 6d,Petrol,4x2,,,Hatchback,Cupra,Grey interior,,cupra leon,EUR,,1 984 ccm,not published by the seller,61184366,Parking assist system self-steering; LED headlights; Digital cockpit; Keyless entry; Adaptive cruise control; Heated front seats; Apple CarPlay; Android auto; Integrated music streaming; Keyless ignition,Metallic,37349,6.7 l/100km (combined),,Part leather interior,Grey,,5,,
2452,110 kW,,,Automatic,4/5 doors,Passat,Used,,52 333 km,,,109 g/km,,4/2019,,,,,Euro 6,Diesel,4x2,,,Station Wagon,Volkswagen,,,volkswagen passat,EUR,,1 968 ccm,not published by the seller,61184367,Adaptive cruise control; Keyless ignition; Automatic multi-zone A/C; Paddle shifters; Automatic lights; Rain sensor; Hill-start assist; Front collision warning system; Autom. dimming side mirros; Multifunctional steering wheel,,26299,4.3 l/100km (combined); 5.1 l/100km (city); 3.9 l/100km ,,,Silver,1,5,12/2024,
2453,92 kW,,,Automatic,4/5 doors,Golf Sportsvan,,,39 000 km,,,121 g/km,,3/2015,,,,,Euro 6,Petrol,4x2,,,MPV,Volkswagen,Black interior,,volkswagen golf-sportsvan,EUR,,1 395 ccm,not published by the seller,61184365,Adaptive cruise control; Heated front seats; Panoramic roof; Navigation system; Bi-xenon headlights; Bluetooth; Alcantara interior; Automatic A/C; Rain sensor; Light sensor,Metallic,17449,5.2 l/100km (combined); 6.2 l/100km (city); 4.5 l/100km ,,Alcantara interior,Blue,1,5,,
2454,81 kW,,,Manual,4/5 doors,Rifter,Used,,79 334 km,,,124 g/km,,3/2019,,,,,Euro 6,Petrol,4x2,,,MPV/VAN,Peugeot,,,peugeot rifter,EUR,,1 199 ccm,not published by the seller,61184362,Automatic multi-zone A/C; Traffic sign recognition; Automatic lights; Rain sensor; Lane assist; Hill-start assist; Side mirrors with electic adjustment; Daytime running lights; Electrically heated side mirrors; Electrically foldable side mirrors,,21949,5.4 l/100km (combined),,,Black,,7,12/2024,
2455,77 kW,,,Manual,4/5 doors,Duster,,,141 196 km,06/2025,,177 g/km,,6/2010,,,,,Euro 4,Petrol,4x2,,,SUV / offroad,Dacia,Other interior color,,dacia duster,EUR,,1 598 ccm,not published by the seller,61184363,CD player; Front electric windows; Alloy wheels; Fixed trailer coupling,Metallic,5899,10 l/100km (combined); 9.8 l/100km (city); 6.4 l/100km ,,Other interior material,Grey,2,5,,
2456,150 kW,,,Automatic,4/5 doors,Land Cruiser,,,175 km,10/2025,,206 g/km,,10/2022,,,,,Euro 6d,Diesel,4x4,,,SUV / offroad,Toyota,Black interior,,toyota land-cruiser,EUR,,2 755 ccm,not published by the seller,61184371,Ventilated front seats; Heated rear seats; LED headlights; Keyless entry; Electric adjustable front seats; Adaptive cruise control; Heated front seats; Apple CarPlay; Android auto; Integrated music streaming,Metallic,77499,7.6 l/100km (combined); 9.5 l/100km (city); 7.2 l/100km ,,Full leather interior,White,1,7,,
2457,88 kW,,,Automatic,4/5 doors,i30,,,17 927 km,,,111 g/km,,3/2023,,,,,Euro 6d,Petrol,4x2,,,Station Wagon,Hyundai,Other interior color,,hyundai i30,EUR,,998 ccm,not published by the seller,61184368,Navigation system; Heated steering wheel; Paddle shifters; Automatic 2-zones air conditioning; High beam assist; Light sensor; Lane assist; Hill-start assist; Parking sensors; Multifunctional steering wheel,,25199,4.9 l/100km (combined),,Other interior material,Grey,1,5,,
2458,85 kW,,,Automatic,4/5 doors,Polo,,,26 000 km,,,108 g/km,,10/2020,,,,,Euro 6d-TEMP,Petrol,4x2,,,Hatchback,Volkswagen,Black interior,,volkswagen polo,EUR,,999 ccm,not published by the seller,61184361,Laser headlights; Digital cockpit; Keyless entry; Apple CarPlay; Keyless ignition; Voice control; Glare-free high beam headlights; Sport front seats; Traffic sign recognition; Bluetooth,Metallic,18999,4.7 l/100km (combined); 5.8 l/100km (city); 4.1 l/100km ,,Cloth interior,Black,1,5,,
2459,74 kW,,,Manual,4/5 doors,Combo,Used,,100 km,,,107 g/km,,12/2022,,,,,Euro 6,Diesel,4x2,,,Cargo VAN,Opel,,,opel combo,EUR,,1 499 ccm,not published by the seller,61184377,Automatic lights; Hill-start assist; Multifunctional steering wheel; Side mirrors with electic adjustment; Electrically heated side mirrors; Start-stop system; USB; Front electric windows,,21999,4.1 l/100km (combined),,,White,1,2,12/2025,
2460,100 kW,,,Automatic,4/5 doors,Insignia,,,115 000 km,12/2024,,143 g/km,,12/2019,,,,,Euro 6d-TEMP,Diesel,4x2,,,Station Wagon,Opel,Black interior,,opel insignia,EUR,,1 598 ccm,not published by the seller,61184405,LED headlights; Heated front seats; Apple CarPlay; Android auto; Night vision assist; Voice control; Navigation system; Heated steering wheel; Glare-free high beam headlights; Traffic sign recognition,Metallic,17249,5.4 l/100km (combined); 5.9 l/100km (city); 4 l/100km ,,Cloth interior,Grey,1,5,,
2461,84 kW,,,Manual,4/5 doors,Duster,New,,5 km,,,126 g/km,,9/2023,,,Austria,,No emission class,Diesel,4x4,,,SUV / offroad,Dacia,Other interior color,,dacia duster,EUR,1443,1 461 ccm,not published by the seller,61184392,Heated front seats; Apple CarPlay; Android auto; Night vision assist; Navigation system; Traffic sign recognition; Bluetooth; Automatic A/C; Rain sensor; Light sensor,Metallic,27299,4.8 l/100km (combined),,Cloth interior,Black,,,,
2462,132 kW,Full hybrid,No,Automatic,4/5 doors,Corolla,Used,,63 270 km,,,89 g/km,80 kW,6/2019,,Nickel-metal hydride (NiMH),,,Euro 6,Hybrid,4x2,,,Station Wagon,Toyota,Black interior,112 kW,toyota corolla,EUR,1370,1 987 ccm,not published by the seller,61184401,LED headlights; Heated front seats; El. tailgate; Bluetooth; Induction charging for smartphones; Automatic A/C; Rain sensor; Side mirrors with electic adjustment; Daytime running lights; Leather steering wheel,Metallic,19849,3.9 l/100km (combined); 3.8 l/100km (city); 3.8 l/100km ,,Cloth interior,Brown,,5,,
2463,96 kW,,,Automatic,4/5 doors,3008,Used,,109 100 km,,,101 g/km,,8/2018,,,,,Euro 6,Diesel,4x2,,,SUV / offroad,Peugeot,,,peugeot 3008,EUR,,1 499 ccm,not published by the seller,61184394,Bluetooth; Electrically heated side mirrors; Leather steering wheel; Ambient lighting; Alloy wheels,,21099,3.8 l/100km (combined),,,White,,5,12/2024,
2464,81 kW,,,Automatic,4/5 doors,Kamiq,,,25 km,,,108 g/km,,11/2023,,,,,Euro 6d,Petrol,4x2,,,SUV / offroad,Skoda,Black interior,,skoda kamiq,EUR,,1 000 ccm,not published by the seller,61184393,LED headlights; Keyless entry; Heated front seats; Apple CarPlay; Android auto; WLAN/Wifi hotspot; Integrated music streaming; Keyless ignition; Bluetooth; Automatic 2-zones air conditioning,Metallic,27749,4.7 l/100km (combined),,Cloth interior,Black,1,5,,
2465,66 kW,,,Manual,4/5 doors,Captur,Used,,32 170 km,,,113 g/km,,11/2016,,,,,Euro 6,Petrol,4x2,,,SUV / offroad,Renault,Other interior color,,renault captur,EUR,1080,898 ccm,not published by the seller,61184407,Keyless entry; Keyless ignition; Voice control; Navigation system; Bluetooth; Automatic A/C; Rain sensor; Light sensor; Hill-start assist; Multifunctional steering wheel,,15349,5.1 l/100km (combined); 5.1 l/100km (city); 5.1 l/100km ,,Cloth interior,White,,5,,
2466,110 kW,,,Automatic,4/5 doors,Tiguan Allspace,Used,,63 000 km,,,135 g/km,,1/2020,,,Spain,,No emission class,Diesel,4x4,,,SUV / offroad,Volkswagen,Other interior color,,volkswagen tiguan-allspace,EUR,1775,1 968 ccm,not published by the seller,61184404,Digital cockpit; Bluetooth; Rain sensor; Multifunctional steering wheel; On-board computer; Start-stop system; USB; AUX; Front electric windows; Alloy wheels,Metallic,41949,5.1 l/100km (combined); 5.1 l/100km (city); 5.1 l/100km ,,Other interior material,Grey,,7,,
2467,180 kW,Full hybrid,No,Automatic,4/5 doors,Golf,Used,,13 460 km,,13 kWh,109 g/km,85 kW,5/2021,,Lithium-ion (Li-ion),,,Euro 6,Hybrid,4x2,4 h,,Hatchback,Volkswagen,Black interior,110 kW,volkswagen golf,EUR,,1 395 ccm,not published by the seller,61184395,Digital cockpit; Voice control; Navigation system; Paddle shifters; Rear parking camera; Parking sensors; Autom. dimming side mirros; Automatic parking brake; Start-stop system; Fatigue warning system,,27849,4.8 l/100km (combined),,,White,1,5,12/2024,52 km
2468,96 kW,,,Automatic,4/5 doors,7 Crossback,Used,,86 369 km,,,105 g/km,,9/2021,,,,,Euro 6,Diesel,4x2,,,SUV / offroad,DS Automobiles,,,ds-automobiles 7-crossback,EUR,,1 499 ccm,not published by the seller,61184406,Heated front seats; Keyless ignition; Automatic multi-zone A/C; Voice control; Traffic sign recognition; Automatic lights; Rain sensor; Lane assist; Hill-start assist; Autom. dimming side mirros,Pearl,31499,4 l/100km (combined),,,Black,1,5,12/2024,
2469,74 kW,,,Automatic,4/5 doors,Corsa,,,17 053 km,,,98 g/km,,2/2021,,,,,Euro 6d,Petrol,4x2,,,Hatchback,Opel,Black interior,,opel corsa,EUR,,1 199 ccm,not published by the seller,61184391,LED headlights; Digital cockpit; Adaptive cruise control; Heated front seats; Apple CarPlay; Android auto; Voice control; Glare-free high beam headlights; Paddle shifters; Sport front seats,Metallic,19749,4.3 l/100km (combined); 5 l/100km (city); 3.8 l/100km ,,Cloth interior,Blue,2,5,,
2470,96 kW,,,Automatic,4/5 doors,Grandland,Used,,6 478 km,,,112 g/km,,5/2022,,,,,,Petrol,4x2,,,SUV / offroad,Opel,,,opel grandland,EUR,,1 199 ccm,not published by the seller,61184403,Keyless ignition; Automatic multi-zone A/C; Navigation system; Paddle shifters; Traffic sign recognition; Rear parking camera; Automatic lights; Rain sensor; Lane assist; Hill-start assist,Metallic,29399,4.9 l/100km (combined),,,Black,,,12/2024,
2471,225 kW,,,Automatic,4/5 doors,X2,Used,,85 000 km,,,158 g/km,,12/2019,,,,,Euro 6,Petrol,4x4,,,SUV / offroad,BMW,Black interior,,bmw x2,EUR,,1 998 ccm,not published by the seller,61184396,Automatic multi-zone A/C; Paddle shifters; Rear parking camera; Leather; Electrically heated side mirrors; Alloy wheels,,36699,6.6 l/100km (combined),,Full leather interior,White,,5,12/2024,
2472,228 kW,,,Manual,4/5 doors,S3,,,37 600 km,,,165 g/km,,11/2020,,,,,Euro 6d,Petrol,4x4,,,Sedans / saloons,Audi,Black interior,,audi s3,EUR,,1 984 ccm,not published by the seller,61184398,Air suspension; Parking assist system self-steering; LED headlights; Digital cockpit; Adaptive cruise control; Heated front seats; Apple CarPlay; Android auto; Navigation system; Paddle shifters,Metallic,42599,7.8 l/100km (combined); 9.1 l/100km (city); 6.4 l/100km ,,Alcantara interior,Black,1,5,,
2473,110 kW,,,Automatic,4/5 doors,Golf,,,51 931 km,,,99 g/km,,9/2020,,,,,Euro 6d-TEMP,Diesel,4x2,,,Hatchback,Volkswagen,Black interior,,volkswagen golf,EUR,,1 968 ccm,not published by the seller,61184399,LED headlights; Digital cockpit; Heated front seats; Apple CarPlay; Voice control; Navigation system; Heated steering wheel; Paddle shifters; Traffic sign recognition; Bluetooth,Metallic,25749,3.7 l/100km (combined); 4.4 l/100km (city); 3.3 l/100km ,,Cloth interior,Grey,1,5,,
2474,225 kW,,,Automatic,4/5 doors,C 300,,,88 000 km,,,143 g/km,,3/2021,,,,,Euro 6,Hybrid,4x2,,,Station Wagon,Mercedes-Benz,Black interior,,mercedes-benz c-300,EUR,,1 950 ccm,not published by the seller,61184397,LED headlights; Digital cockpit; Keyless entry; Electric adjustable front seats; Burmester audio; Heated front seats; Apple CarPlay; Android auto; WLAN/Wifi hotspot; Integrated music streaming,,35049,6.3 l/100km (combined),,Full leather interior,Black,1,5,,
2475,110 kW,,,Automatic,4/5 doors,Superb,,,2 590 km,,,125 g/km,,3/2022,,,,,Euro 6d,Diesel,4x2,,,Station Wagon,Skoda,Black interior,,skoda superb,EUR,,1 984 ccm,not published by the seller,61184390,LED headlights; Digital cockpit; Keyless entry; Electric adjustable front seats; Adaptive cruise control; Heated front seats; Apple CarPlay; Android auto; WLAN/Wifi hotspot; Integrated music streaming,Metallic,40299,4.8 l/100km (combined); 8 l/100km (city); 4 l/100km ,,Alcantara interior,Silver,1,5,,
2476,150 kW,Plug-in hybrid,No,Automatic,4/5 doors,Golf,,,20 348 km,,13 kWh,106 g/km,85 kW,9/2021,,Lithium-ion (Li-ion),,,Euro 6d,Hybrid,4x2,4 h,,Hatchback,Volkswagen,Black interior,110 kW,volkswagen golf,EUR,,1 395 ccm,not published by the seller,61184380,LED headlights; Digital cockpit; Heated front seats; Apple CarPlay; Android auto; Keyless ignition; Voice control; Navigation system; Heated steering wheel; Paddle shifters,,24599,4.6 l/100km (combined),,Cloth interior,White,1,5,,
2477,82 kW,,,Manual,4/5 doors,Yaris,,,78 200 km,,,116 g/km,,4/2019,,,,,Euro 6,Petrol,4x2,,,Hatchback,Toyota,Grey interior,,toyota yaris,EUR,,1 496 ccm,not published by the seller,61184386,,,12399,5.1 l/100km (combined); 6.4 l/100km (city); 4.2 l/100km ,,Other interior material,White,,5,,
2478,110 kW,,,Automatic,4/5 doors,Golf,Used,,28 396 km,,,119 g/km,,2/2021,,,,,Euro 6,Petrol,4x2,,,Hatchback,Volkswagen,,,volkswagen golf,EUR,,1 498 ccm,not published by the seller,61184387,,,27249,5.2 l/100km (combined); 6.5 l/100km (city); 4.3 l/100km ,,,White,1,5,03/2024,
2479,110 kW,,,Automatic,4/5 doors,Range Rover Evoque,,,41 118 km,,,134 g/km,,1/2017,,,,,Euro 6,Diesel,4x4,,,SUV / offroad,Land Rover,Other interior color,,land-rover range-rover-evoque,EUR,,1 999 ccm,not published by the seller,61184382,Electric adjustable front seats; Integrated music streaming; Voice control; Paddle shifters; Bi-xenon headlights; Bluetooth; Automatic 2-zones air conditioning; Leather; High beam assist; Rain sensor,,28899,5.1 l/100km (combined); 6.1 l/100km (city); 4.5 l/100km ,,Full leather interior,White,2,5,,
2480,480 kW,,,Automatic,4/5 doors,XM,New,,0 km,,,43 g/km,,8/2023,,,,,Euro 6d,Hybrid,4x4,,,SUV / offroad,BMW,Black interior,,bmw xm,EUR,,4 395 ccm,not published by the seller,61184383,Laser headlights; Driver's seat with massage function; Ventilated front seats; Heated rear seats; Air suspension; Parking assist system self-steering; Digital cockpit; Keyless entry; Electric adjustable front seats; Adaptive cruise control,Metallic,199799,1.9 l/100km (combined),,Full leather interior,Silver,,5,,
